Time (ms),Name,Value
38554,"getRPMbottom","-11.170303344726562"
38597,"getRPMbottom","-47.44029235839844"
38597,"getRPMbottom","-55.88270568847656"
38598,"getRPMbottom","-56.79679870605469"
38615,"getRPMbottom","-56.33366394042969"
38633,"getRPMbottom","-52.480010986328125"
38648,"getRPMbottom","-49.43946838378906"
38671,"getRPMbottom","-48.47163391113281"
38683,"getRPMbottom","-47.31236267089844"
38726,"getRPMbottom","-48.52278137207031"
38756,"getRPMbottom","-48.78376770019531"
38786,"getRPMbottom","-41.08378601074219"
38803,"getRPMbottom","-41.71098327636719"
38822,"getRPMbottom","-33.460052490234375"
38856,"getRPMbottom","-26.560943603515625"
38860,"getRPMbottom","-22.833023071289062"
38885,"getRPMbottom","-20.331390380859375"
38904,"getRPMbottom","-20.452407836914062"
38942,"getRPMbottom","-20.56390380859375"
38957,"getRPMbottom","-17.483016967773438"
38982,"getRPMbottom","-11.904067993164062"
39058,"getRPMbottom","11.904067993164062"
39058,"getRPMbottom","2.401214599609375"
39104,"getRPMbottom","15.068710327148438"
39123,"getRPMbottom","15.711776733398438"
39158,"getRPMbottom","15.1251220703125"
39190,"getRPMbottom","12.414581298828125"
39204,"getRPMbottom","9.69097900390625"
39256,"getRPMbottom","6.22503662109375"
39348,"getRPMbottom","0.0"
39401,"getRPMbottom","-11.24871826171875"
39430,"getRPMbottom","-20.574066162109375"
39455,"getRPMbottom","-30.009750366210938"
39460,"getRPMbottom","-35.104339599609375"
39487,"getRPMbottom","-34.593841552734375"
39501,"getRPMbottom","-37.428466796875"
39534,"getRPMbottom","-37.76506042480469"
39571,"getRPMbottom","-29.226943969726562"
39600,"getRPMbottom","-26.555389404296875"
39641,"getRPMbottom","-21.739242553710938"
39689,"getRPMbottom","-10.275253295898438"
39707,"getRPMbottom","-8.870346069335938"
39719,"getRPMbottom","-8.908737182617188"
39744,"getRPMbottom","-12.453903198242188"
39776,"getRPMbottom","-13.877899169921875"
39794,"getRPMbottom","-19.937698364257812"
39808,"getRPMbottom","-30.28753662109375"
39829,"getRPMbottom","-35.1524658203125"
39849,"getRPMbottom","-36.8135986328125"
39860,"getRPMbottom","-37.52168273925781"
39881,"getRPMbottom","-36.17829895019531"
39923,"getRPMbottom","-27.7679443359375"
39975,"getRPMbottom","-16.128280639648438"
40007,"getRPMbottom","7.622894287109375"
40029,"getRPMbottom","3.975341796875"
40052,"getRPMbottom","4.9815216064453125"
40076,"getRPMbottom","6.5577850341796875"
40097,"getRPMbottom","7.099029541015625"
40112,"getRPMbottom","8.15325927734375"
40140,"getRPMbottom","10.572067260742188"
40168,"getRPMbottom","9.545761108398438"
40202,"getRPMbottom","6.397247314453125"
40235,"getRPMbottom","4.9938507080078125"
40323,"getRPMbottom","0.0"
40503,"getRPMbottom","-5.91778564453125"
40520,"getRPMbottom","-15.083465576171875"
40550,"getRPMbottom","-25.020553588867188"
40561,"getRPMbottom","-21.3046875"
40583,"getRPMbottom","-34.498077392578125"
40628,"getRPMbottom","-53.10603332519531"
40629,"getRPMbottom","-67.0067138671875"
40658,"getRPMbottom","-79.84033203125"
40660,"getRPMbottom","-81.91517639160156"
40688,"getRPMbottom","-81.12026977539062"
40710,"getRPMbottom","-77.31260681152344"
40726,"getRPMbottom","-69.82447814941406"
40742,"getRPMbottom","-61.360504150390625"
40761,"getRPMbottom","-53.97782897949219"
40789,"getRPMbottom","-44.74647521972656"
40811,"getRPMbottom","-38.494476318359375"
40827,"getRPMbottom","-35.10942077636719"
40867,"getRPMbottom","-31.39544677734375"
40869,"getRPMbottom","-27.35211181640625"
40883,"getRPMbottom","-19.644821166992188"
40916,"getRPMbottom","-11.265533447265625"
40966,"getRPMbottom","11.265533447265625"
40982,"getRPMbottom","2.6918487548828125"
41018,"getRPMbottom","5.9377288818359375"
41031,"getRPMbottom","12.778427124023438"
41043,"getRPMbottom","14.600662231445312"
41062,"getRPMbottom","16.076156616210938"
41099,"getRPMbottom","15.38348388671875"
41106,"getRPMbottom","13.502655029296875"
41163,"getRPMbottom","12.650634765625"
41165,"getRPMbottom","7.75567626953125"
41205,"getRPMbottom","3.038726806640625"
41323,"getRPMbottom","0.0"
41619,"getRPMbottom","-3.1715850830078125"
41654,"getRPMbottom","-23.893783569335938"
41678,"getRPMbottom","-33.763824462890625"
41687,"getRPMbottom","-44.65730285644531"
41712,"getRPMbottom","-58.646728515625"
41722,"getRPMbottom","-65.76728820800781"
41745,"getRPMbottom","-76.89350891113281"
41786,"getRPMbottom","-81.96806335449219"
41787,"getRPMbottom","-90.3709716796875"
41812,"getRPMbottom","-85.91342163085938"
41824,"getRPMbottom","-82.8363037109375"
41842,"getRPMbottom","-77.86798095703125"
41869,"getRPMbottom","-66.83543395996094"
41907,"getRPMbottom","-60.01409912109375"
41922,"getRPMbottom","-50.387664794921875"
41955,"getRPMbottom","-43.61146545410156"
41968,"getRPMbottom","-37.29081726074219"
42000,"getRPMbottom","-23.93927001953125"
42020,"getRPMbottom","-14.67071533203125"
42058,"getRPMbottom","14.67071533203125"
42111,"getRPMbottom","2.4168243408203125"
42112,"getRPMbottom","9.203933715820312"
42125,"getRPMbottom","11.737075805664062"
42143,"getRPMbottom","13.106582641601562"
42171,"getRPMbottom","13.069000244140625"
42205,"getRPMbottom","13.158126831054688"
42222,"getRPMbottom","12.25439453125"
42253,"getRPMbottom","10.241439819335938"
42307,"getRPMbottom","5.6212310791015625"
42388,"getRPMbottom","0.0"
42620,"getRPMbottom","-7.32391357421875"
42660,"getRPMbottom","-24.04156494140625"
42678,"getRPMbottom","-44.71571350097656"
42711,"getRPMbottom","-55.930755615234375"
42721,"getRPMbottom","-70.58033752441406"
42741,"getRPMbottom","-76.38688659667969"
42762,"getRPMbottom","-84.6964111328125"
42793,"getRPMbottom","-81.37771606445312"
42802,"getRPMbottom","-75.01382446289062"
42830,"getRPMbottom","-74.37985229492188"
42854,"getRPMbottom","-66.111328125"
42870,"getRPMbottom","-60.61431884765625"
42883,"getRPMbottom","-49.81536865234375"
42912,"getRPMbottom","-44.652069091796875"
42929,"getRPMbottom","-38.571868896484375"
42941,"getRPMbottom","-26.604934692382812"
42974,"getRPMbottom","-21.201370239257812"
42990,"getRPMbottom","-31.284942626953125"
43015,"getRPMbottom","-34.06660461425781"
43055,"getRPMbottom","-35.950531005859375"
43055,"getRPMbottom","-31.17230224609375"
43061,"getRPMbottom","-29.016098022460938"
43091,"getRPMbottom","-23.110031127929688"
43110,"getRPMbottom","-17.380340576171875"
43371,"getRPMbottom","-13.06170654296875"
43371,"getRPMbottom","4.184844970703125"
43371,"getRPMbottom","14.003021240234375"
43372,"getRPMbottom","19.907485961914062"
43372,"getRPMbottom","24.834854125976562"
43395,"getRPMbottom","21.45709228515625"
43396,"getRPMbottom","9.417190551757812"
43499,"getRPMbottom","0.0"
43632,"getRPMbottom","3.0899810791015625"
43664,"getRPMbottom","3.6912078857421875"
43707,"getRPMbottom","-3.6912078857421875"
43722,"getRPMbottom","-2.4087982177734375"
43758,"getRPMbottom","-6.7799835205078125"
43759,"getRPMbottom","-18.8280029296875"
43783,"getRPMbottom","-33.46257019042969"
43803,"getRPMbottom","-42.93873596191406"
43827,"getRPMbottom","-53.34613037109375"
43860,"getRPMbottom","-59.38990783691406"
43861,"getRPMbottom","-61.567352294921875"
43921,"getRPMbottom","-63.03729248046875"
43921,"getRPMbottom","-61.150848388671875"
43942,"getRPMbottom","-55.44581604003906"
43971,"getRPMbottom","-56.754486083984375"
44008,"getRPMbottom","-54.36517333984375"
44019,"getRPMbottom","-57.83522033691406"
44051,"getRPMbottom","-61.411376953125"
44082,"getRPMbottom","-62.602203369140625"
44118,"getRPMbottom","-58.66737365722656"
44145,"getRPMbottom","-51.43536376953125"
44165,"getRPMbottom","-50.06413269042969"
44185,"getRPMbottom","-45.42253112792969"
44225,"getRPMbottom","-37.60847473144531"
44226,"getRPMbottom","-31.062652587890625"
44249,"getRPMbottom","-24.2525634765625"
44303,"getRPMbottom","5.5049285888671875"
44304,"getRPMbottom","12.26171875"
44321,"getRPMbottom","15.142822265625"
44353,"getRPMbottom","17.847259521484375"
44381,"getRPMbottom","14.642044067382812"
44428,"getRPMbottom","7.785980224609375"
44501,"getRPMbottom","-7.785980224609375"
44540,"getRPMbottom","-1.9100341796875"
44603,"getRPMbottom","1.9100341796875"
44621,"getRPMbottom","0.0"
44885,"getRPMbottom","-3.8253173828125"
44910,"getRPMbottom","-4.52044677734375"
44925,"getRPMbottom","-9.869720458984375"
44958,"getRPMbottom","-24.154144287109375"
44988,"getRPMbottom","-37.30332946777344"
45009,"getRPMbottom","-45.290618896484375"
45025,"getRPMbottom","-48.58998107910156"
45042,"getRPMbottom","-69.18499755859375"
45082,"getRPMbottom","-79.9984130859375"
45083,"getRPMbottom","-93.96951293945312"
45113,"getRPMbottom","-97.72663879394531"
45125,"getRPMbottom","-95.43235778808594"
45149,"getRPMbottom","-84.02919006347656"
45183,"getRPMbottom","-57.58045959472656"
45213,"getRPMbottom","-39.68431091308594"
45245,"getRPMbottom","-19.8123779296875"
45261,"getRPMbottom","-15.675491333007812"
45294,"getRPMbottom","-11.250656127929688"
45401,"getRPMbottom","0.0"
45861,"getRPMbottom","-10.814529418945312"
45900,"getRPMbottom","-29.659286499023438"
45934,"getRPMbottom","-59.43359375"
45945,"getRPMbottom","-77.18281555175781"
45964,"getRPMbottom","-97.25260925292969"
45996,"getRPMbottom","-111.09721374511719"
46020,"getRPMbottom","-122.7069091796875"
46039,"getRPMbottom","-132.00665283203125"
46052,"getRPMbottom","-133.14027404785156"
46076,"getRPMbottom","-129.64492797851562"
46104,"getRPMbottom","-126.93576049804688"
46117,"getRPMbottom","-119.75331115722656"
46128,"getRPMbottom","-113.12376403808594"
46144,"getRPMbottom","-102.50495910644531"
46162,"getRPMbottom","-89.15635681152344"
46193,"getRPMbottom","-73.09739685058594"
46216,"getRPMbottom","-61.641357421875"
46241,"getRPMbottom","-52.46244812011719"
46254,"getRPMbottom","-42.614837646484375"
46271,"getRPMbottom","-35.56172180175781"
46286,"getRPMbottom","-30.3037109375"
46309,"getRPMbottom","-24.47222900390625"
46329,"getRPMbottom","-21.606613159179688"
46358,"getRPMbottom","-12.923233032226562"
46391,"getRPMbottom","-7.0343780517578125"
46434,"getRPMbottom","7.0343780517578125"
46456,"getRPMbottom","2.490203857421875"
46545,"getRPMbottom","0.0"
49089,"getRPMbottom","4.052398681640625"
49124,"getRPMbottom","6.2771453857421875"
49125,"getRPMbottom","6.9033203125"
49160,"getRPMbottom","5.436767578125"
49228,"getRPMbottom","3.1067352294921875"
49228,"getRPMbottom","-3.1067352294921875"
49245,"getRPMbottom","-3.233551025390625"
49296,"getRPMbottom","-3.4564666748046875"
49360,"getRPMbottom","3.0460052490234375"
49464,"getRPMbottom","0.0"
50182,"getRPMtop","9.2474365234375"
50205,"getRPMtop","17.8516845703125"
50231,"getRPMtop","23.441574096679688"
50242,"getRPMtop","30.818191528320312"
50261,"getRPMtop","39.38421630859375"
50310,"getRPMtop","48.4188232421875"
50310,"getRPMtop","52.88905334472656"
50321,"getRPMtop","59.66497802734375"
50350,"getRPMtop","62.56109619140625"
50363,"getRPMtop","65.44769287109375"
50394,"getRPMtop","59.48396301269531"
50441,"getRPMtop","49.852630615234375"
50442,"getRPMtop","49.466064453125"
50462,"getRPMtop","41.5582275390625"
50486,"getRPMtop","33.51515197753906"
50520,"getRPMtop","25.576095581054688"
50537,"getRPMtop","17.570556640625"
50564,"getRPMtop","12.733932495117188"
50623,"getRPMtop","-2.5003662109375"
50657,"getRPMtop","-4.0408477783203125"
50680,"getRPMtop","-10.530105590820312"
50712,"getRPMtop","-10.55780029296875"
50770,"getRPMtop","-9.040176391601562"
50770,"getRPMtop","-7.97369384765625"
50777,"getRPMtop","-6.4685516357421875"
50893,"getRPMtop","0.0"
51297,"getRPMtop","-3.7124481201171875"
51321,"getRPMtop","-13.636474609375"
51353,"getRPMtop","-15.703643798828125"
51383,"getRPMtop","-22.768280029296875"
51406,"getRPMtop","-28.734695434570312"
51437,"getRPMtop","-29.04833984375"
51438,"getRPMtop","-26.296142578125"
51458,"getRPMtop","-24.84503173828125"
51489,"getRPMtop","-17.276748657226562"
51523,"getRPMtop","-18.09344482421875"
51552,"getRPMtop","-12.775131225585938"
51580,"getRPMtop","-10.352127075195312"
51601,"getRPMtop","-5.27252197265625"
51700,"getRPMtop","0.0"
51998,"getRPMtop","2.0499267578125"
52024,"getRPMtop","4.435943603515625"
52064,"getRPMtop","16.3829345703125"
52089,"getRPMtop","24.346893310546875"
52119,"getRPMtop","26.702987670898438"
52161,"getRPMtop","27.56072998046875"
52208,"getRPMtop","24.878402709960938"
52209,"getRPMtop","25.202880859375"
52223,"getRPMtop","22.494216918945312"
52246,"getRPMtop","14.714263916015625"
52282,"getRPMtop","13.385604858398438"
52308,"getRPMtop","9.45501708984375"
52358,"getRPMtop","-9.45501708984375"
52614,"getRPMtop","-2.0743408203125"
52616,"getRPMtop","0.0"
52637,"getRPMtop","6.2176055908203125"
52646,"getRPMtop","17.529434204101562"
52678,"getRPMtop","18.3990478515625"
52702,"getRPMtop","15.042617797851562"
52725,"getRPMtop","10.66802978515625"
52820,"getRPMtop","0.0"
53019,"getRPMtop","12.952407836914062"
53071,"getRPMtop","18.936569213867188"
53072,"getRPMtop","27.620101928710938"
53084,"getRPMtop","36.92881774902344"
53105,"getRPMtop","46.05403137207031"
53127,"getRPMtop","56.64599609375"
53140,"getRPMtop","59.1448974609375"
53161,"getRPMtop","63.73030090332031"
53178,"getRPMtop","62.87083435058594"
53202,"getRPMtop","59.68768310546875"
53242,"getRPMtop","53.21412658691406"
53242,"getRPMtop","50.282196044921875"
53269,"getRPMtop","43.7337646484375"
53353,"getRPMtop","37.522216796875"
53353,"getRPMtop","25.917648315429688"
53371,"getRPMtop","23.316543579101562"
53391,"getRPMtop","21.202041625976562"
53399,"getRPMtop","14.45050048828125"
53423,"getRPMtop","7.7960205078125"
53519,"getRPMtop","0.0"
53655,"getRPMtop","9.38665771484375"
53680,"getRPMtop","13.329986572265625"
53711,"getRPMtop","21.051742553710938"
53721,"getRPMtop","24.805282592773438"
53739,"getRPMtop","29.375686645507812"
53811,"getRPMtop","34.47711181640625"
53812,"getRPMtop","35.74763488769531"
53812,"getRPMtop","37.72605895996094"
53821,"getRPMtop","35.187255859375"
53843,"getRPMtop","29.93865966796875"
53865,"getRPMtop","23.472320556640625"
53877,"getRPMtop","17.340560913085938"
53899,"getRPMtop","14.944488525390625"
53926,"getRPMtop","12.072799682617188"
53944,"getRPMtop","7.6324005126953125"
54002,"getRPMtop","-7.6324005126953125"
54054,"getRPMtop","0.0"
54120,"getRPMtop","7.637359619140625"
54143,"getRPMtop","14.683639526367188"
54165,"getRPMtop","16.130233764648438"
54191,"getRPMtop","27.61181640625"
54221,"getRPMtop","36.74461364746094"
54247,"getRPMtop","43.7222900390625"
54263,"getRPMtop","47.44029235839844"
54278,"getRPMtop","49.1053466796875"
54304,"getRPMtop","51.44032287597656"
54324,"getRPMtop","49.270477294921875"
54340,"getRPMtop","50.06413269042969"
54360,"getRPMtop","50.79461669921875"
54378,"getRPMtop","48.88481140136719"
54399,"getRPMtop","44.28721618652344"
54420,"getRPMtop","42.75559997558594"
54463,"getRPMtop","38.24383544921875"
54464,"getRPMtop","33.47560119628906"
54478,"getRPMtop","25.657302856445312"
54500,"getRPMtop","22.149856567382812"
54519,"getRPMtop","14.963699340820312"
54540,"getRPMtop","12.198776245117188"
54558,"getRPMtop","9.61199951171875"
54583,"getRPMtop","6.4175262451171875"
54644,"getRPMtop","4.13824462890625"
54718,"getRPMtop","1.9692535400390625"
54759,"getRPMtop","-1.9692535400390625"
54784,"getRPMtop","-2.11993408203125"
54840,"getRPMtop","2.11993408203125"
54885,"getRPMtop","7.6884002685546875"
54912,"getRPMtop","7.06524658203125"
54919,"getRPMtop","7.44989013671875"
54962,"getRPMtop","7.3482818603515625"
54992,"getRPMtop","6.157012939453125"
55096,"getRPMtop","0.0"
55138,"getRPMtop","5.551849365234375"
55162,"getRPMtop","6.5790557861328125"
55193,"getRPMtop","10.355300903320312"
55218,"getRPMtop","20.3009033203125"
55244,"getRPMtop","24.359115600585938"
55263,"getRPMtop","29.699264526367188"
55278,"getRPMtop","37.5655517578125"
55328,"getRPMtop","44.7457275390625"
55328,"getRPMtop","48.59794616699219"
55344,"getRPMtop","50.928497314453125"
55364,"getRPMtop","44.35203552246094"
55421,"getRPMtop","33.26429748535156"
55444,"getRPMtop","23.461776733398438"
55460,"getRPMtop","19.76861572265625"
55477,"getRPMbottom","-1.9752349853515625"
55488,"getRPMtop","15.127960205078125"
55515,"getRPMtop","12.567703247070312"
55526,"getRPMtop","11.623214721679688"
55526,"getRPMbottom","-2.9873809814453125"
55541,"getRPMtop","10.794952392578125"
55592,"getRPMtop","14.344467163085938"
55612,"getRPMtop","20.153915405273438"
55625,"getRPMtop","23.9326171875"
55635,"getRPMbottom","0.0"
55658,"getRPMtop","32.515167236328125"
55688,"getRPMtop","36.12928771972656"
55696,"getRPMtop","31.2296142578125"
55726,"getRPMtop","24.01708984375"
55747,"getRPMtop","24.301177978515625"
55762,"getRPMtop","17.225738525390625"
55793,"getRPMtop","15.030914306640625"
55806,"getRPMtop","14.665878295898438"
55828,"getRPMtop","12.077072143554688"
55840,"getRPMtop","10.415679931640625"
55861,"getRPMtop","9.929794311523438"
55943,"getRPMtop","10.506866455078125"
55966,"getRPMtop","8.878738403320312"
55996,"getRPMtop","7.0910186767578125"
56002,"getRPMtop","7.183380126953125"
56029,"getRPMtop","10.7344970703125"
56062,"getRPMtop","22.395599365234375"
56063,"getRPMtop","21.580551147460938"
56098,"getRPMtop","26.15301513671875"
56121,"getRPMtop","15.69818115234375"
56143,"getRPMtop","7.9949493408203125"
56255,"getRPMtop","-7.9949493408203125"
56280,"getRPMtop","-2.7001495361328125"
56285,"getRPMtop","2.244232177734375"
56306,"getRPMtop","9.170257568359375"
56320,"getRPMtop","14.4468994140625"
56358,"getRPMtop","21.646240234375"
56383,"getRPMtop","34.77656555175781"
56401,"getRPMtop","44.11943054199219"
56452,"getRPMtop","49.029510498046875"
56755,"getRPMtop","48.24275207519531"
56755,"getRPMtop","39.49037170410156"
56756,"getRPMtop","36.662261962890625"
56756,"getRPMtop","34.336822509765625"
56756,"getRPMtop","33.673004150390625"
56775,"getRPMtop","32.79911804199219"
56810,"getRPMtop","20.780075073242188"
56812,"getRPMtop","16.721527099609375"
56825,"getRPMtop","14.467117309570312"
56858,"getRPMtop","11.50286865234375"
56870,"getRPMtop","7.686279296875"
56911,"getRPMtop","4.6620941162109375"
56922,"getRPMtop","6.24005126953125"
56945,"getRPMtop","8.82757568359375"
56964,"getRPMtop","9.50299072265625"
56987,"getRPMtop","11.356155395507812"
57011,"getRPMtop","11.868148803710938"
57022,"getRPMtop","11.537612915039062"
57047,"getRPMtop","11.168197631835938"
57084,"getRPMtop","8.650848388671875"
57161,"getRPMtop","-8.650848388671875"
57162,"getRPMbottom","2.3435211181640625"
57184,"getRPMtop","0.0"
57271,"getRPMbottom","0.0"
57300,"getRPMtop","23.331222534179688"
57383,"getRPMtop","23.566696166992188"
57430,"getRPMtop","33.46257019042969"
57446,"getRPMtop","38.26853942871094"
57653,"getRPMtop","45.3653564453125"
57654,"getRPMtop","54.6806640625"
57654,"getRPMtop","55.26310729980469"
57655,"getRPMtop","49.40283203125"
57655,"getRPMtop","43.10809326171875"
57655,"getRPMtop","38.72535705566406"
57656,"getRPMtop","33.14152526855469"
57656,"getRPMtop","26.926239013671875"
57657,"getRPMtop","21.749710083007812"
57691,"getRPMtop","15.614715576171875"
57692,"getRPMtop","13.050262451171875"
57715,"getRPMtop","15.729019165039062"
57716,"getRPMbottom","-3.0154266357421875"
57738,"getRPMtop","22.798263549804688"
57819,"getRPMtop","25.047119140625"
57820,"getRPMbottom","3.0154266357421875"
57899,"getRPMtop","28.751129150390625"
57899,"getRPMbottom","0.0"
57900,"getRPMtop","29.303695678710938"
57900,"getRPMtop","30.457733154296875"
57922,"getRPMtop","20.01025390625"
58027,"getRPMtop","17.479339599609375"
58027,"getRPMtop","15.195541381835938"
58115,"getRPMtop","5.8375244140625"
58183,"getRPMtop","0.0"
58281,"getRPMtop","15.804718017578125"
58314,"getRPMtop","22.452545166015625"
58355,"getRPMtop","42.4783935546875"
58469,"getRPMtop","49.65119934082031"
58470,"getRPMtop","57.13020324707031"
58470,"getRPMtop","61.059844970703125"
58470,"getRPMtop","61.736968994140625"
58471,"getRPMtop","61.95930480957031"
58471,"getRPMtop","62.32421875"
58580,"getRPMtop","59.642303466796875"
58581,"getRPMtop","57.056854248046875"
58584,"getRPMtop","46.9632568359375"
58617,"getRPMtop","37.67222595214844"
58621,"getRPMtop","35.014923095703125"
58693,"getRPMtop","29.859878540039062"
58732,"getRPMtop","14.153900146484375"
58753,"getRPMtop","12.775131225585938"
58766,"getRPMtop","13.042098999023438"
58782,"getRPMtop","13.837066650390625"
58813,"getRPMtop","13.208892822265625"
58826,"getRPMtop","12.079254150390625"
58842,"getRPMtop","11.233505249023438"
58868,"getRPMtop","13.209808349609375"
58898,"getRPMtop","13.064529418945312"
58919,"getRPMtop","11.486480712890625"
58942,"getRPMtop","8.321807861328125"
59039,"getRPMtop","0.0"
59100,"getRPMtop","3.4064483642578125"
59121,"getRPMtop","7.937347412109375"
59141,"getRPMtop","15.998626708984375"
59181,"getRPMtop","23.956680297851562"
59212,"getRPMtop","41.24327087402344"
59234,"getRPMtop","55.6529541015625"
59263,"getRPMtop","65.31944274902344"
59284,"getRPMtop","74.433837890625"
59300,"getRPMtop","75.92799377441406"
59381,"getRPMtop","58.91102600097656"
59415,"getRPMtop","44.340240478515625"
59440,"getRPMtop","35.20350646972656"
59477,"getRPMtop","20.675033569335938"
59507,"getRPMtop","7.67529296875"
59597,"getRPMtop","0.0"
59743,"getRPMtop","19.830947875976562"
59766,"getRPMtop","25.377243041992188"
59785,"getRPMtop","39.99739074707031"
59798,"getRPMtop","51.800048828125"
59830,"getRPMtop","62.21516418457031"
59840,"getRPMtop","66.45732116699219"
59879,"getRPMtop","70.69636535644531"
59880,"getRPMtop","71.65570068359375"
59908,"getRPMtop","65.36427307128906"
59938,"getRPMtop","62.06312561035156"
59963,"getRPMtop","55.22077941894531"
59981,"getRPMtop","52.71759033203125"
60026,"getRPMtop","41.456146240234375"
60026,"getRPMtop","31.4647216796875"
60050,"getRPMtop","24.363571166992188"
60065,"getRPMtop","19.916412353515625"
60084,"getRPMtop","15.945343017578125"
60113,"getRPMtop","12.720947265625"
60158,"getRPMtop","11.799667358398438"
60177,"getRPMtop","14.150299072265625"
60198,"getRPMtop","15.405075073242188"
60224,"getRPMtop","16.04510498046875"
60240,"getRPMtop","17.65301513671875"
60293,"getRPMtop","20.5230712890625"
60296,"getRPMtop","19.21270751953125"
60327,"getRPMtop","17.197525024414062"
60350,"getRPMtop","14.726852416992188"
60381,"getRPMtop","11.6839599609375"
60410,"getRPMtop","-11.6839599609375"
60447,"getRPMtop","-2.1805267333984375"
60517,"getRPMtop","-1.76519775390625"
60542,"getRPMtop","-10.58343505859375"
60571,"getRPMtop","-10.3509521484375"
60600,"getRPMtop","-6.131134033203125"
60709,"getRPMtop","0.0"
60824,"getRPMtop","49.28961181640625"
60838,"getRPMtop","22.878265380859375"
60876,"getRPMtop","36.424896240234375"
60898,"getRPMtop","39.76182556152344"
60913,"getRPMtop","45.074737548828125"
60922,"getRPMtop","45.50392150878906"
60953,"getRPMtop","40.192108154296875"
60976,"getRPMtop","40.69879150390625"
61001,"getRPMtop","39.08634948730469"
61001,"getRPMtop","36.3187255859375"
61030,"getRPMtop","33.79420471191406"
61064,"getRPMtop","33.05073547363281"
61118,"getRPMtop","36.34199523925781"
61119,"getRPMtop","38.35273742675781"
61155,"getRPMtop","38.37371826171875"
61158,"getRPMtop","37.51007080078125"
61190,"getRPMtop","31.342300415039062"
61206,"getRPMtop","25.847793579101562"
61228,"getRPMtop","24.225234985351562"
61250,"getRPMtop","21.4141845703125"
61286,"getRPMtop","15.420394897460938"
61311,"getRPMtop","8.807937622070312"
61341,"getRPMtop","5.850494384765625"
61369,"getRPMtop","5.7440948486328125"
61407,"getRPMtop","6.62677001953125"
61427,"getRPMtop","7.8284759521484375"
61444,"getRPMtop","9.534255981445312"
61459,"getRPMtop","10.752471923828125"
61501,"getRPMtop","10.522674560546875"
61501,"getRPMtop","7.1123809814453125"
61575,"getRPMbottom","1.6735687255859375"
61576,"getRPMtop","2.226043701171875"
61618,"getRPMtop","13.799118041992188"
61665,"getRPMtop","19.840103149414062"
61668,"getRPMbottom","2.6179046630859375"
61670,"getRPMtop","25.03582763671875"
61705,"getRPMtop","23.73028564453125"
61705,"getRPMbottom","2.9062347412109375"
61705,"getRPMtop","27.30169677734375"
61762,"getRPMtop","40.42669677734375"
61785,"getRPMtop","46.481903076171875"
61817,"getRPMbottom","2.126953125"
61818,"getRPMtop","48.55635070800781"
61838,"getRPMtop","46.511077880859375"
61882,"getRPMtop","33.460052490234375"
61883,"getRPMbottom","0.0"
61925,"getRPMtop","28.845657348632812"
61925,"getRPMtop","19.407196044921875"
61938,"getRPMtop","19.563674926757812"
61965,"getRPMtop","20.7066650390625"
61994,"getRPMtop","23.652603149414062"
62026,"getRPMtop","33.7882080078125"
62055,"getRPMtop","35.20072937011719"
62086,"getRPMtop","23.035568237304688"
62103,"getRPMtop","18.882125854492188"
62127,"getRPMtop","17.782516479492188"
62151,"getRPMtop","13.392318725585938"
62167,"getRPMtop","9.30731201171875"
62267,"getRPMtop","0.0"
62296,"getRPMbottom","-2.6461639404296875"
62319,"getRPMtop","9.956573486328125"
62322,"getRPMbottom","-4.3446044921875"
62356,"getRPMtop","13.990921020507812"
62356,"getRPMbottom","-5.589447021484375"
62366,"getRPMtop","27.0296630859375"
62410,"getRPMtop","35.25190734863281"
62410,"getRPMbottom","5.589447021484375"
62438,"getRPMtop","47.46900939941406"
62440,"getRPMbottom","0.0"
62468,"getRPMtop","52.825164794921875"
62502,"getRPMtop","52.33580017089844"
62517,"getRPMtop","52.17707824707031"
62556,"getRPMtop","42.313934326171875"
62578,"getRPMtop","37.3665771484375"
62584,"getRPMtop","32.747955322265625"
62615,"getRPMtop","26.955902099609375"
62643,"getRPMtop","28.788055419921875"
62644,"getRPMtop","24.302734375"
62667,"getRPMtop","19.882553100585938"
62694,"getRPMtop","15.873779296875"
62723,"getRPMtop","13.78826904296875"
62724,"getRPMtop","11.430389404296875"
62750,"getRPMtop","8.597183227539062"
62842,"getRPMtop","0.0"
62938,"getRPMtop","4.4182586669921875"
62960,"getRPMtop","16.222671508789062"
62991,"getRPMtop","33.86845397949219"
63024,"getRPMtop","56.71827697753906"
63064,"getRPMtop","73.2540283203125"
63089,"getRPMtop","92.27220153808594"
63107,"getRPMtop","89.192138671875"
63141,"getRPMtop","87.28573608398438"
63141,"getRPMtop","85.29238891601562"
63170,"getRPMtop","81.29336547851562"
63192,"getRPMtop","75.67587280273438"
63216,"getRPMtop","65.98210144042969"
63232,"getRPMtop","58.450042724609375"
63258,"getRPMtop","51.163970947265625"
63284,"getRPMtop","38.720855712890625"
63284,"getRPMtop","32.735504150390625"
63335,"getRPMtop","24.363128662109375"
63335,"getRPMtop","19.793563842773438"
63377,"getRPMtop","16.662490844726562"
63377,"getRPMtop","10.345657348632812"
63477,"getRPMtop","0.0"
64112,"getRPMtop","-3.933349609375"
64214,"getRPMtop","0.0"
66381,"getRPMtop","-3.046966552734375"
66460,"getRPMtop","-8.48388671875"
66543,"getRPMtop","-27.56072998046875"
66619,"getRPMtop","-22.56463623046875"
66669,"getRPMbottom","18.33074951171875"
